team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Kazakhstan National Team,Kazakhstan,2026,Kazakhstan,8,4,4,0,2,1,1,2,1,1,4,2,2,1,1,1,4,0,0,34,9,13,-4,22,8,14,5,4,3,10,2,-6,80,72,90,55,120,36,2,1,1,3,1,2,3,2,1,4,2,2,39,26,13,21,11,10,43,44,41,107,61,46,31,19,12,76,42,34,101,62,39,6,3,3,5,2,3,1,1,0,3,2,1,2,0,2,3,2,1,1.38,1.5,1.25,2.75,2,3.5,1.13,1.25,1,1.63,0.75,2.5,1.38,1.25,1.5,0.75,0.75,0.75,0.63,0.5,0.75,8,6,3,3,1,1,4,2,1,1,0,0,4,4,2,2,1,1,0,2,5,5,7,7,0,2,3,3,4,4,0,0,2,2,3,3,100,75,38,38,13,13,100,50,25,25,0,0,100,100,50,50,25,25,0,25,62,62,87,87,0,50,75,75,100,100,0,0,50,50,75,75,7,4,0,4,1,0,3,3,0,88,50,0,100,25,0,75,75,0,25,25,25,33,25,25,25,38,25,50,38,50,25,50,50,50,4,2,2,50,50,50,4,2,2,50,50,50,1,0,1,13,0,25,38,50,25,25,0,50,38,50,25,4.88,6.50,3.25,2.63,2.75,2.50,88,75,63,50,38,38,13,13,1.42,1.60,1.24,1.77,1.47,2.06,100,1,0,2,1,2,2,0,0,1,1,0,1,1,4,2,0,1,3,25,25,25,50,50,50,13
Italy National Team,Italy,2026,Italy,10,5,5,0,7,4,3,1,0,1,2,1,1,2.2,2.4,2,2,0,0,4,24,13,11,37,17,20,13,11,4,9,9,2,38,35,41,69,113,50,5,4,1,4,1,3,1,0,1,8,5,3,72,41,31,15,8,7,60,62,58,202,118,84,67,38,29,135,80,55,102,54,48,7,3,4,4,0,4,3,3,0,5,3,2,4,2,2,1,0,1,1.9,2.2,1.6,3.7,3.4,4,2.4,2.6,2.2,1.3,0.8,1.8,1.1,0.6,1.6,0.7,0.6,0.8,0.4,0,0.8,10,10,6,4,3,1,5,5,3,2,2,0,5,5,3,2,1,1,0,0,4,6,7,9,0,0,2,3,3,5,0,0,2,3,4,4,100,100,60,40,30,10,100,100,60,40,40,0,100,100,60,40,20,20,0,0,40,60,70,90,0,0,40,60,60,100,0,0,40,60,80,80,7,3,1,3,0,0,4,3,1,70,30,10,60,0,0,80,60,20,70,80,60,23,50,80,20,40,20,60,10,0,20,80,100,60,8,5,3,80,100,60,4,2,2,40,40,40,1,0,1,10,0,20,50,60,40,40,40,40,10,0,20,7.20,8.20,6.20,1.5,1.6,1.40,100,90,50,50,50,50,50,40,2.18,2.46,1.89,1.22,1.14,1.30,120,1,2,0,3,2,4,1,4,7,0,2,0,1,1,1,1,4,3,10,0,20,20,20,20,20
Netherlands National Team,Netherlands,2026,Netherlands,8,4,4,0,6,3,3,2,1,1,0,0,0,2.5,2.5,2.5,1,0,0,6,27,4,23,31,18,13,17,10,1,3,16,7,27,21,36,180,360,120,5,3,2,3,1,2,0,0,0,7,4,3,52,30,22,6,1,5,67,69,64,139,78,61,52,28,24,87,50,37,80,41,39,13,8,5,3,0,3,10,8,2,6,4,2,1,0,1,1,0,1,2.38,3,1.75,3.88,4.5,3.25,3.38,4.25,2.5,0.5,0.25,0.75,2,2,2,1.63,2,1.25,0.38,0,0.75,8,8,5,5,2,1,4,4,3,3,1,1,4,4,2,2,1,0,0,0,3,3,6,7,0,0,1,1,3,3,0,0,2,2,3,4,100,100,63,63,25,13,100,100,75,75,25,25,100,100,50,50,25,0,0,0,37,37,75,87,0,0,25,25,75,75,0,0,50,50,75,100,8,4,3,4,2,2,4,2,1,100,50,38,100,50,50,100,50,25,75,75,75,38,63,75,50,38,25,50,0,0,0,88,100,75,6,4,2,75,100,50,1,0,1,13,0,25,1,0,1,13,0,25,75,100,50,13,0,25,13,0,25,6.50,7.50,5.50,0.75,0.25,1.25,88,63,25,25,25,13,13,0,2.07,2.26,1.88,0.75,0.71,0.80,150,3,6,2,2,2,3,3,3,3,0,0,0,1,2,0,0,1,0,25,25,25,0,0,0,0
Croatia National Team,Croatia,2026,Croatia,8,4,4,0,7,4,3,1,0,1,0,0,0,2.75,3,2.5,1,0,0,3,26,4,22,30,17,13,15,11,2,2,13,9,28,24,33,180,180,180,5,2,3,3,2,1,1,0,1,5,3,2,70,36,34,6,1,5,70,74,65,176,98,78,67,38,29,109,60,49,70,29,41,8,4,4,3,1,2,5,3,2,5,3,2,2,1,1,1,0,1,2.13,2.5,1.75,3.75,4.25,3.25,3.25,3.75,2.75,0.5,0.5,0.5,1.38,1.25,1.5,1,1,1,0.38,0.25,0.5,7,6,6,5,3,2,4,4,4,3,1,1,3,2,2,2,2,1,1,2,2,3,5,6,0,0,0,1,3,3,1,2,2,2,2,3,88,75,75,63,38,25,100,100,100,75,25,25,75,50,50,50,50,25,12,25,25,37,62,75,0,0,0,25,75,75,25,50,50,50,50,75,7,3,1,4,1,0,3,2,1,88,38,13,100,25,0,75,50,25,88,100,75,0,63,50,75,38,50,25,13,0,25,63,75,50,6,3,3,75,75,75,1,0,1,13,0,25,2,1,1,25,25,25,63,75,50,25,25,25,13,0,25,8.75,9.00,8.50,0.75,0.25,1.25,88,75,63,63,50,50,50,25,2.56,2.90,2.21,0.78,0.66,0.90,138,0,0,4,3,1,3,4,7,4,1,2,0,0,0,1,0,0,0,13,0,25,0,0,0,25
Iceland National Team,Iceland,2026,Iceland,6,3,3,0,2,1,1,1,1,0,3,1,2,1.17,1.33,1,3,0,0,38,13,11,2,24,17,7,10,3,7,4,3,-1,41,27,90,49,39,68,2,1,1,3,2,1,1,0,1,4,2,2,23,7,16,8,3,5,52,55,49,61,27,34,24,14,10,37,13,24,67,39,28,6,3,3,4,3,1,2,0,2,3,2,1,2,0,2,1,1,0,1.83,2,1.67,4,5.67,2.33,2.17,3.33,1,1.83,2.33,1.33,1.67,2,1.33,1,1,1,0.67,1,0.33,6,6,4,3,2,1,3,3,3,3,2,1,3,3,1,0,0,0,0,0,2,3,4,5,0,0,0,0,1,2,0,0,2,3,3,3,100,100,67,50,33,17,100,100,100,100,67,33,100,100,33,0,0,0,0,0,33,50,67,83,0,0,0,0,33,67,0,0,67,100,100,100,5,3,1,3,1,1,2,2,0,83,50,17,100,33,33,67,67,0,33,33,33,13,33,33,33,50,67,33,17,0,33,67,67,67,4,2,2,67,67,67,1,0,1,17,0,33,2,1,1,33,33,33,50,67,33,33,0,67,17,33,0,3.83,2.33,5.33,1.33,1,1.67,50,50,50,33,33,33,17,0,1.24,1.24,1.25,1.45,1.32,1.57,167,0,1,1,3,2,2,2,2,0,0,1,0,0,3,0,3,0,4,17,33,0,50,33,67,0
Belarus National Team,Belarus,2026,Belarus,6,3,3,0,0,0,0,2,1,1,4,2,2,0.33,0.33,0.33,4,0,0,47,4,17,-13,21,8,13,0,4,8,9,-8,-5,134,0,68,32,34,30,1,1,0,3,0,3,3,3,0,0,0,0,24,8,16,14,5,9,33,28,38,58,18,40,15,5,10,43,13,30,78,37,41,0,0,0,11,5,6,-11,-5,-6,0,0,0,1,1,0,5,2,3,0.17,0.33,0,3.5,2.67,4.33,0.67,0,1.33,2.83,2.67,3,1.83,1.67,2,0,0,0,1.83,1.67,2,5,5,4,3,2,2,2,2,1,1,1,1,3,3,3,2,1,1,1,1,2,3,4,4,1,1,2,2,2,2,0,0,0,1,2,2,83,83,67,50,33,33,67,67,33,33,33,33,100,100,100,67,33,33,17,17,33,50,67,67,33,33,67,67,67,67,0,0,0,33,67,67,5,2,2,2,1,1,3,1,1,83,33,33,67,33,33,100,33,33,0,0,0,-47,17,33,0,50,0,100,50,100,0,0,0,0,1,1,0,17,33,0,6,3,3,100,100,100,0,0,0,0,0,0,0,0,0,17,33,0,83,67,100,4.00,2.67,5.33,2.33,1.67,3.00,83,83,67,67,67,50,50,33,1.03,0.72,1.33,2.39,1.98,2.80,133,0,0,0,0,0,0,2,1,1,1,5,1,1,3,0,3,2,1,33,33,33,67,67,67,33
Switzerland National Team,Switzerland,2026,Switzerland,6,3,3,0,4,3,1,2,0,2,0,0,0,2.33,3,1.67,1,0,0,18,14,2,12,16,12,4,11,3,1,1,10,2,39,25,90,273,273,273,4,2,2,2,1,1,1,0,1,5,3,2,26,12,14,4,3,1,61,62,59,65,31,34,32,18,14,33,13,20,58,34,24,8,8,0,1,1,0,7,7,0,2,2,0,4,1,3,0,0,0,1.67,2.33,1,2.67,4,1.33,2.33,3.67,1,0.33,0.33,0.33,1.5,3,0,1.33,2.67,0,0.17,0.33,0,5,5,3,2,1,0,3,3,3,2,1,0,2,2,0,0,0,0,1,1,3,4,5,6,0,0,0,1,2,3,1,1,3,3,3,3,83,83,50,33,17,0,100,100,100,67,33,0,67,67,0,0,0,0,17,17,50,67,83,100,0,0,0,33,67,100,33,33,100,100,100,100,3,3,2,3,3,2,0,0,0,50,50,33,100,100,67,0,0,0,67,100,33,0,67,67,67,33,33,33,17,0,33,83,100,67,5,2,3,83,67,100,3,0,3,50,0,100,1,1,0,17,33,0,33,67,0,67,33,100,0,0,0,4.33,4.00,4.67,0.67,1,0.33,83,17,17,17,17,17,17,0,1.46,1.43,1.48,0.76,0.69,0.84,67,0,2,2,3,2,1,1,1,2,0,0,0,1,0,0,0,1,0,33,0,67,0,0,0,0
Georgia National Team,Georgia,2026,Georgia,6,3,3,0,1,1,0,0,0,0,5,2,3,0.5,1,0,3,0,0,44,7,15,-8,22,12,10,5,2,7,8,-2,-6,77,54,134,36,39,34,1,1,0,3,1,2,2,1,1,1,1,0,24,14,10,9,6,3,50,51,50,66,36,30,18,11,7,48,25,23,58,25,33,2,2,0,11,5,6,-9,-3,-6,1,1,0,0,0,0,5,2,3,0.5,1,0,3.67,4,3.33,1.17,1.67,0.67,2.5,2.33,2.67,2.17,2.33,2,0.33,0.67,0,1.83,1.67,2,6,6,5,3,2,0,3,3,3,2,1,0,3,3,2,1,1,0,0,0,1,3,4,6,0,0,0,1,2,3,0,0,1,2,2,3,100,100,83,50,33,0,100,100,100,67,33,0,100,100,67,33,33,0,0,0,17,50,67,100,0,0,0,33,67,100,0,0,33,67,67,100,6,5,2,3,3,1,3,2,1,100,83,33,100,100,33,100,67,33,17,33,0,25,17,33,0,50,33,67,33,33,33,17,33,0,1,1,0,17,33,0,5,2,3,83,67,100,0,0,0,0,0,0,17,33,0,0,0,0,83,67,100,4.00,4.67,3.33,1.5,2,1.00,67,67,50,50,17,17,17,0,1.28,1.41,1.14,1.29,1.07,1.50,17,0,0,1,0,1,0,3,0,2,2,2,4,2,1,2,2,0,0,0,0,0,83,67,100,0
Spain National Team,Spain,2026,Spain,6,3,3,0,5,2,3,1,1,0,0,0,0,2.67,2.33,3,1,0,0,14,21,2,19,23,10,13,8,13,2,0,6,13,26,34,21,273,134,0,5,2,3,1,1,0,0,0,0,6,3,3,43,27,16,4,2,2,71,78,63,137,78,59,58,27,31,79,51,28,59,24,35,12,3,9,1,1,0,11,2,9,5,2,3,1,1,0,0,0,0,2.67,2.33,3,3.83,3.33,4.33,3.5,2.67,4.33,0.33,0.67,0,2.17,1.33,3,2,1,3,0.17,0.33,0,6,6,5,4,1,1,3,3,2,2,0,0,3,3,3,2,1,1,0,0,1,2,5,5,0,0,1,1,3,3,0,0,0,1,2,2,100,100,83,67,17,17,100,100,67,67,0,0,100,100,100,67,33,33,0,0,17,33,83,83,0,0,33,33,100,100,0,0,0,33,67,67,6,4,3,3,1,0,3,3,3,100,67,50,100,33,0,100,100,100,83,67,100,-64,83,67,100,17,33,0,0,0,0,100,100,100,5,2,3,83,67,100,0,0,0,0,0,0,1,1,0,17,33,0,83,67,100,17,33,0,0,0,0,7.17,9.00,5.33,0.67,0.67,0.67,100,83,83,67,33,17,0,0,2.74,2.99,2.48,0.71,0.64,0.78,67,3,1,4,3,1,3,4,1,1,0,0,0,0,1,1,0,0,0,17,33,0,0,0,0,0
Luxembourg National Team,Luxembourg,2026,Luxembourg,6,3,3,0,0,0,0,0,0,0,6,3,3,0,0,0,4,0,0,54,1,13,-12,14,7,7,1,0,6,7,-5,-7,529,273,0,41,45,39,0,0,0,1,1,0,5,2,3,1,1,0,16,10,6,23,10,13,44,44,43,45,25,20,14,8,6,31,17,14,70,37,33,1,1,0,4,1,3,-3,0,-3,0,0,0,4,3,1,2,0,2,0.67,1,0.33,2.33,2.33,2.33,0.17,0.33,0,2.17,2,2.33,0.83,0.67,1,0.17,0.33,0,0.67,0.33,1,6,4,2,2,0,0,3,2,1,1,0,0,3,2,1,1,0,0,0,2,4,4,6,6,0,1,2,2,3,3,0,1,2,2,3,3,100,67,33,33,0,0,100,67,33,33,0,0,100,67,33,33,0,0,0,33,67,67,100,100,0,33,67,67,100,100,0,33,67,67,100,100,3,2,0,1,1,0,2,1,0,50,33,0,33,33,0,67,33,0,0,0,0,51,0,0,0,17,33,0,83,67,100,17,33,0,3,2,1,50,67,33,5,2,3,83,67,100,1,1,0,17,33,0,0,0,0,67,100,33,33,0,67,2.67,3.33,2.00,3.83,3.33,4.33,100,50,17,0,0,0,0,0,0.87,0.97,0.77,1.61,1.31,1.91,50,0,0,1,0,0,0,0,0,0,1,1,1,0,5,1,2,1,1,0,0,0,100,100,100,0
Portugal National Team,Portugal,2026,Portugal,6,3,3,0,4,2,2,1,1,0,1,0,1,2.17,2.33,2,1,0,0,20,20,7,13,27,15,12,12,8,3,4,9,4,27,23,34,77,90,68,2,1,1,3,2,1,1,0,1,4,2,2,40,21,19,10,4,6,71,70,72,150,84,66,50,29,21,100,55,45,42,20,22,11,7,4,5,2,3,6,5,1,3,2,1,2,1,1,1,0,1,1.83,2.33,1.33,4.5,5,4,3.33,4,2.67,1.17,1,1.33,2.67,3,2.33,1.83,2.33,1.33,0.83,0.67,1,6,5,4,4,3,1,3,2,2,2,1,1,3,3,2,2,2,0,0,1,2,2,3,5,0,1,1,1,2,2,0,0,1,1,1,3,100,83,67,67,50,17,100,67,67,67,33,33,100,100,67,67,67,0,0,17,33,33,50,83,0,33,33,33,67,67,0,0,33,33,33,100,5,5,3,2,2,2,3,3,1,83,83,50,67,67,67,100,100,33,67,67,67,18,33,33,33,50,67,33,17,0,33,67,67,67,2,1,1,33,33,33,2,1,1,33,33,33,3,2,1,50,67,33,50,67,33,33,33,33,17,0,33,6.67,7.00,6.33,1.67,1.33,2.00,83,67,50,17,17,17,17,17,2.84,3.08,2.60,0.89,0.89,0.88,83,2,0,4,2,4,2,1,1,4,1,2,1,0,1,0,0,0,2,17,33,0,17,0,33,0
Northern Ireland National Team,Northern Ireland,2026,Northern Ireland,7,3,4,0,3,2,1,0,0,0,4,1,3,1.29,2,0.75,3,0,0,32,7,8,-1,15,4,11,3,4,1,7,2,-3,90,90,90,79,273,51,2,2,0,2,0,2,3,1,2,3,2,1,30,15,15,19,10,9,37,37,37,63,32,31,20,10,10,43,22,21,93,43,50,4,2,2,3,1,2,1,1,0,2,2,0,4,0,4,1,1,0,1.43,2,1,2.14,1.33,2.75,1,1,1,1.14,0.33,1.75,1,1,1,0.57,0.67,0.5,0.43,0.33,0.5,7,4,2,2,0,0,3,1,0,0,0,0,4,3,2,2,0,0,0,3,5,5,7,7,0,2,3,3,3,3,0,1,2,2,4,4,100,57,29,29,0,0,100,33,0,0,0,0,100,75,50,50,0,0,0,43,71,71,100,100,0,67,100,100,100,100,0,25,50,50,100,100,5,2,0,3,0,0,2,2,0,71,29,0,100,0,0,50,50,0,43,67,25,36,29,67,0,29,0,50,43,33,50,43,67,25,4,2,2,57,67,50,3,1,2,43,33,50,2,0,2,29,0,50,29,67,0,57,0,100,14,33,0,4.29,5.00,3.75,2.71,3.33,2.25,86,56,43,28,14,14,14,14,1.04,1.20,0.91,1.33,1.12,1.49,43,1,1,0,1,2,0,1,0,1,1,0,1,1,0,1,1,2,1,0,0,0,57,33,75,14
Sweden National Team,Sweden,2026,Sweden,8,4,4,0,2,1,1,2,1,1,4,2,2,1,1,1,4,0,0,33,10,15,-5,25,10,15,4,6,6,9,-2,-3,72,90,60,48,60,40,0,0,0,5,2,3,3,2,1,3,1,2,39,24,15,15,5,10,50,51,50,76,40,36,25,11,14,51,29,22,111,50,61,5,2,3,5,2,3,0,0,0,3,1,2,3,2,1,2,1,1,1.5,1.25,1.75,3.13,2.5,3.75,1.25,1,1.5,1.88,1.5,2.25,1.25,1,1.5,0.63,0.5,0.75,0.63,0.5,0.75,8,7,4,4,2,0,4,3,1,1,1,0,4,4,3,3,1,0,0,1,4,4,6,8,0,1,3,3,3,4,0,0,1,1,3,4,100,88,50,50,25,0,100,75,25,25,25,0,100,100,75,75,25,0,0,12,50,50,75,100,0,25,75,75,75,100,0,0,25,25,75,100,6,3,1,2,1,1,4,2,0,75,38,13,50,25,25,100,50,0,25,25,25,0,0,0,0,63,50,75,38,50,25,38,25,50,4,2,2,50,50,50,4,3,1,50,75,25,2,1,1,25,25,25,38,25,50,38,50,25,25,25,25,4.88,6.00,3.75,1.88,1.25,2.50,75,63,63,63,63,50,25,0,1.18,1.18,1.19,1.41,1.57,1.26,63,1,2,0,1,1,1,0,2,2,0,1,1,2,2,2,2,1,4,25,25,25,50,50,50,0
Ukraine National Team,Ukraine,2026,Ukraine,7,4,3,0,3,2,1,1,0,1,3,2,1,1.43,1.5,1.33,2,0,0,30,11,14,-3,25,11,14,5,6,6,8,-1,-2,57,72,45,45,60,34,1,1,0,4,2,2,2,1,1,4,2,2,34,23,11,16,7,9,51,55,46,78,53,25,32,20,12,46,33,13,81,46,35,4,1,3,4,3,1,0,-2,2,1,0,1,4,2,2,2,2,0,1,0.5,1.67,3.57,2.75,4.67,1.57,1.25,2,2,1.5,2.67,1.14,1,1.33,0.57,0.25,1,0.57,0.75,0.33,7,7,4,3,1,1,4,4,2,1,0,0,3,3,2,2,1,1,0,0,3,4,6,6,0,0,2,3,4,4,0,0,1,1,2,2,100,100,57,43,14,14,100,100,50,25,0,0,100,100,67,67,33,33,0,0,43,57,86,86,0,0,50,75,100,100,0,0,33,33,67,67,4,2,1,3,1,0,1,1,1,57,29,14,75,25,0,33,33,33,43,50,33,3,14,25,0,57,50,67,29,25,33,57,50,67,3,1,2,43,25,67,5,3,2,71,75,67,2,1,1,29,25,33,14,0,33,57,50,67,29,50,0,4.86,5.75,3.67,2.29,1.75,3.00,86,71,43,43,28,28,14,0,1.31,1.52,1.04,1.37,1.20,1.59,143,0,1,1,0,2,1,1,0,5,2,0,0,1,1,3,0,4,3,14,0,33,43,50,33,0
Slovenia National Team,Slovenia,2026,Slovenia,6,3,3,0,0,0,0,4,2,2,2,1,1,0.67,0.67,0.67,3,0,0,41,3,8,-5,11,6,5,2,1,4,4,-2,-3,180,134,273,68,68,68,2,1,1,2,1,1,4,2,2,1,0,1,21,8,13,11,6,5,44,42,45,53,19,34,12,6,6,41,13,28,78,40,38,0,0,0,5,2,3,-5,-2,-3,0,0,0,3,1,2,3,2,1,0.5,0.33,0.67,1.83,2,1.67,0.5,0.67,0.33,1.33,1.33,1.33,0.83,0.67,1,0,0,0,0.83,0.67,1,4,4,2,1,0,0,2,2,1,1,0,0,2,2,1,0,0,0,2,2,4,5,6,6,1,1,2,2,3,3,1,1,2,3,3,3,67,67,33,17,0,0,67,67,33,33,0,0,67,67,33,0,0,0,33,33,67,83,100,100,33,33,67,67,100,100,33,33,67,100,100,100,3,1,1,2,0,0,1,1,1,50,17,17,67,0,0,33,33,33,0,0,0,0,33,33,33,33,33,33,67,67,67,17,0,33,3,1,2,50,33,67,6,3,3,100,100,100,0,0,0,0,0,0,0,0,0,50,33,67,50,67,33,3.50,2.67,4.33,1.83,2,1.67,67,33,33,33,33,17,17,0,0.94,0.77,1.11,1.24,1.43,1.05,50,0,0,0,0,1,0,1,0,1,1,2,0,2,0,0,1,1,1,67,67,67,33,33,33,0
Germany National Team,Germany,2026,Germany,6,3,3,0,5,3,2,0,0,0,1,0,1,2.5,3,2,1,0,0,16,16,3,13,19,14,5,13,3,1,2,12,1,34,21,90,180,273,134,4,2,2,1,1,0,1,0,1,5,3,2,35,18,17,9,2,7,73,79,67,103,64,39,37,24,13,66,40,26,72,30,42,8,7,1,2,1,1,6,6,0,3,2,1,2,1,1,1,0,1,1.83,2.33,1.33,3.17,4.67,1.67,2.67,4.33,1,0.5,0.33,0.67,1.67,2.67,0.67,1.33,2.33,0.33,0.33,0.33,0.33,6,5,3,3,1,1,3,3,3,3,1,1,3,2,0,0,0,0,0,1,3,3,5,5,0,0,0,0,2,2,0,1,3,3,3,3,100,83,50,50,17,17,100,100,100,100,33,33,100,67,0,0,0,0,0,17,50,50,83,83,0,0,0,0,67,67,0,33,100,100,100,100,5,3,1,3,3,1,2,0,0,83,50,17,100,100,33,67,0,0,83,100,67,48,67,67,67,17,33,0,17,0,33,83,100,67,4,2,2,67,67,67,2,0,2,33,0,67,1,1,0,17,33,0,50,67,33,33,33,33,17,0,33,5.83,6.00,5.67,1.5,0.67,2.33,100,83,50,33,33,17,17,0,2.01,2.49,1.52,0.72,0.40,1.03,117,1,2,2,2,4,0,3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,17,0,33,0
