team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Niger National Team,Niger,2026,Niger,8,4,4,0,5,2,3,0,0,0,3,2,1,1.88,1.5,2.25,2,0,0,21,11,10,1,21,11,10,6,5,5,5,1,0,65,60,72,72,72,72,3,0,3,3,3,0,2,1,1,5,3,2,17,10,7,22,12,10,44,46,41,50,38,12,22,15,7,28,23,5,98,58,40,3,3,0,2,0,2,1,3,-2,2,2,0,4,2,2,1,0,1,1.43,2,0.67,2.63,2.75,2.5,1.38,1.5,1.25,1.25,1.25,1.25,0.71,0.75,0.67,0.43,0.75,0,0.29,0,0.67,8,5,5,2,1,0,4,3,3,1,0,0,4,2,2,1,1,0,0,3,3,6,7,8,0,1,1,3,4,4,0,2,2,3,3,4,100,63,63,25,13,0,100,75,75,25,0,0,100,50,50,25,25,0,0,37,37,75,87,100,0,25,25,75,100,100,0,50,50,75,75,100,3,2,0,2,1,0,1,1,0,43,29,0,50,25,0,33,33,0,63,50,75,0,38,0,75,38,75,0,25,25,25,63,75,50,6,4,2,86,100,67,5,2,3,71,50,100,0,0,0,0,0,0,29,50,0,57,50,67,14,0,33,2.43,2.50,2.33,3.14,3,3.33,71,43,43,28,28,28,28,14,1.05,1.30,0.72,1.59,1.31,1.95,38,1,0,1,0,3,2,1,0,0,0,0,1,1,1,3,1,0,3,0,0,0,38,50,25,14
Djibouti National Team,Djibouti,2026,Djibouti,10,5,5,0,0,0,0,1,1,0,9,4,5,0.1,0.2,0,6,0,0,51,5,33,-28,38,15,23,2,3,13,20,-11,-17,180,225,150,27,35,23,0,0,0,5,2,3,5,3,2,2,2,0,23,9,14,14,9,5,39,40,37,61,24,37,27,10,17,34,14,20,115,54,61,3,2,1,17,9,8,-14,-7,-7,0,0,0,4,2,2,6,3,3,0.4,0.4,0.4,3.8,3,4.6,0.5,0.4,0.6,3.3,2.6,4,2,2.2,1.8,0.3,0.4,0.2,1.7,1.8,1.6,10,9,7,4,4,3,5,4,3,1,1,1,5,5,4,3,3,2,0,1,3,6,6,7,0,1,2,4,4,4,0,0,1,2,2,3,100,90,70,40,40,30,100,80,60,20,20,20,100,100,80,60,60,40,0,10,30,60,60,70,0,20,40,80,80,80,0,0,20,40,40,60,9,8,2,5,4,1,4,4,1,90,80,20,100,80,20,80,80,20,0,0,0,1,0,0,0,50,40,60,50,60,40,20,40,0,1,0,1,10,0,20,7,3,4,70,60,80,3,2,1,30,40,20,0,0,0,40,40,40,60,60,60,2.30,1.80,2.80,1.4,1.8,1.00,70,50,30,10,10,10,0,0,0.85,0.68,1.02,1.59,1.28,1.90,110,0,0,2,1,0,1,0,0,1,1,6,2,6,4,5,3,2,4,10,20,0,90,80,100,0
Guinea-Bissau National Team,Guinea-Bissau,2026,Guinea-Bissau,10,5,5,0,2,1,1,4,3,1,4,1,3,1,1.2,0.8,4,0,0,35,8,10,-2,18,9,9,5,3,4,6,1,-3,113,90,150,90,113,75,3,2,1,5,3,2,3,1,2,4,2,2,41,21,20,19,9,10,51,55,47,67,27,40,25,11,14,42,16,26,118,54,64,4,2,2,5,2,3,-1,0,-1,3,1,2,3,3,0,4,1,3,1.2,1.2,1.2,1.8,1.8,1.8,0.8,1,0.6,1,0.8,1.2,0.9,0.8,1,0.4,0.4,0.4,0.5,0.4,0.6,9,6,2,1,0,0,4,4,1,0,0,0,5,2,1,1,0,0,1,4,8,9,10,10,1,1,4,5,5,5,0,3,4,4,5,5,90,60,20,10,0,0,80,80,20,0,0,0,100,40,20,20,0,0,10,40,80,90,100,100,20,20,80,100,100,100,0,60,80,80,100,100,8,1,0,3,1,0,5,0,0,80,10,0,60,20,0,100,0,0,20,20,20,23,30,40,20,50,60,40,30,20,40,40,40,40,5,3,2,50,60,40,6,3,3,60,60,60,1,1,0,10,20,0,30,20,40,30,60,0,40,20,60,4.10,4.20,4.00,1.9,1.8,2.00,80,50,40,20,10,0,0,0,1.00,0.88,1.12,1.00,0.64,1.35,30,0,1,0,2,1,1,1,1,1,2,1,1,0,1,0,3,1,1,40,60,20,40,20,60,0
Ethiopia National Team,Ethiopia,2026,Ethiopia,10,5,5,0,2,2,0,3,1,2,5,2,3,0.9,1.4,0.4,5,0,0,39,9,14,-5,23,13,10,7,2,6,8,1,-6,100,64,225,64,75,56,3,2,1,3,1,2,6,3,3,2,2,0,31,14,17,13,7,6,53,60,48,63,40,23,20,13,7,43,27,16,87,54,33,5,4,1,6,2,4,-1,2,-3,2,2,0,5,2,3,3,1,2,1.1,1.6,0.6,2.3,2.6,2,0.9,1.4,0.4,1.4,1.2,1.6,1.1,1.2,1,0.5,0.8,0.2,0.6,0.4,0.8,8,7,3,2,1,1,4,3,2,1,1,1,4,4,1,1,0,0,2,3,7,8,9,9,1,2,3,4,4,4,1,1,4,4,5,5,80,70,30,20,10,10,80,60,40,20,20,20,80,80,20,20,0,0,20,30,70,80,90,90,20,40,60,80,80,80,20,20,80,80,100,100,6,4,1,3,2,1,3,2,0,60,40,10,60,40,20,60,40,0,20,40,0,35,30,40,20,30,20,40,60,60,60,20,40,0,6,4,2,60,80,40,7,3,4,70,60,80,1,0,1,10,0,20,20,40,0,50,40,60,30,20,40,3.10,2.80,3.40,1.3,1.4,1.20,70,40,30,10,10,10,0,0,0.97,1.24,0.76,1.58,1.79,1.42,80,0,1,1,3,0,2,1,0,1,0,0,1,3,2,1,2,1,4,30,20,40,50,40,60,0
Burundi National Team,Burundi,2026,Burundi,10,5,5,0,3,2,1,1,0,1,6,3,3,1,1.2,0.8,5,0,0,36,13,13,0,26,15,11,9,4,6,7,3,-3,69,50,113,69,75,64,1,1,0,4,2,2,5,2,3,3,2,1,41,21,20,16,9,7,50,53,47,52,25,27,24,13,11,28,12,16,118,45,73,6,5,1,5,3,2,1,2,-1,3,2,1,3,1,2,4,2,2,1.2,1.4,1,2.6,3,2.2,1.3,1.8,0.8,1.3,1.2,1.4,1.1,1.6,0.6,0.6,1,0.2,0.5,0.6,0.4,10,7,4,3,2,0,5,3,3,2,2,0,5,4,1,1,0,0,0,3,6,7,8,10,0,2,2,3,3,5,0,1,4,4,5,5,100,70,40,30,20,0,100,60,60,40,40,0,100,80,20,20,0,0,0,30,60,70,80,100,0,40,40,60,60,100,0,20,80,80,100,100,7,2,2,4,2,2,3,0,0,70,20,20,80,40,40,60,0,0,30,40,20,23,10,20,0,40,40,40,50,40,60,30,40,20,5,2,3,50,40,60,7,3,4,70,60,80,1,1,0,10,20,0,30,40,20,30,20,40,40,40,40,4.10,4.20,4.00,1.6,1.8,1.40,60,60,60,40,30,20,10,0,0.88,0.96,0.81,1.13,0.79,1.48,80,0,0,2,4,1,1,2,1,2,1,1,0,2,1,0,0,4,4,10,0,20,60,60,60,0
South Sudan National Team,South Sudan,2026,South Sudan,10,5,5,0,0,0,0,5,2,3,5,3,2,0.5,0.4,0.6,6,0,0,46,3,19,-16,22,13,9,1,2,12,7,-11,-5,300,450,225,47,38,64,3,2,1,3,1,2,7,4,3,0,0,0,27,15,12,17,5,12,44,40,49,56,36,20,20,15,5,36,21,15,127,63,64,0,0,0,9,5,4,-9,-5,-4,0,0,0,5,2,3,5,3,2,0.5,0.4,0.6,2.2,2.6,1.8,0.3,0.2,0.4,1.9,2.4,1.4,0.9,1,0.8,0,0,0,0.9,1,0.8,7,6,4,3,2,0,3,3,3,2,2,0,4,3,1,1,0,0,3,4,6,7,8,10,2,2,2,3,3,5,1,2,4,4,5,5,70,60,40,30,20,0,60,60,60,40,40,0,80,60,20,20,0,0,30,40,60,70,80,100,40,40,40,60,60,100,20,40,80,80,100,100,5,2,2,3,1,1,2,1,1,50,20,20,60,20,20,40,20,20,0,0,0,-30,30,40,20,30,20,40,70,80,60,0,0,0,5,2,3,50,40,60,10,5,5,100,100,100,0,0,0,0,0,0,0,0,0,50,40,60,50,60,40,2.70,3.00,2.40,1.7,1,2.40,60,60,50,50,30,30,20,10,0.79,1.02,0.56,1.76,1.71,1.81,60,0,0,0,0,0,0,2,0,1,2,1,1,1,5,5,1,3,0,50,40,60,50,60,40,10
Gabon National Team,Gabon,2026,Gabon,11,5,6,0,8,4,4,1,1,0,2,0,2,2.27,2.6,2,2,0,0,7,23,13,10,36,13,23,10,13,3,10,7,3,43,45,41,76,150,54,4,3,1,6,2,4,2,1,1,7,2,5,64,36,28,21,6,15,57,58,56,90,54,36,42,22,20,48,32,16,113,49,64,9,2,7,5,2,3,4,0,4,4,1,3,4,2,2,3,2,1,1.45,1,1.83,3.27,2.6,3.83,2.09,2,2.17,1.18,0.6,1.67,1.27,0.8,1.67,0.82,0.4,1.17,0.45,0.4,0.5,10,9,8,4,3,1,4,4,3,1,1,0,6,5,5,3,2,1,1,2,3,7,8,10,1,1,2,4,4,5,0,1,1,3,4,5,91,82,73,36,27,9,80,80,60,20,20,0,100,83,83,50,33,17,9,18,27,64,73,91,20,20,40,80,80,100,0,17,17,50,67,83,8,3,2,3,1,0,5,2,2,73,27,18,60,20,0,83,33,33,73,80,67,23,36,60,17,55,40,67,18,20,17,64,40,83,7,3,4,64,60,67,6,4,2,55,80,33,1,0,1,9,0,17,36,20,50,36,40,33,27,40,17,5.82,7.20,4.67,1.91,1.2,2.50,91,82,73,45,27,18,18,9,1.23,1.45,1.04,0.99,0.75,1.19,73,2,2,1,3,1,3,3,2,6,0,0,1,3,2,0,1,2,1,9,20,0,18,0,33,0
Rwanda National Team,Rwanda,2026,Rwanda,10,5,5,0,3,1,2,2,2,0,5,2,3,1.1,1,1.2,4,0,0,33,5,9,-4,14,7,7,3,2,4,5,-1,-3,180,150,225,100,113,90,4,2,2,1,1,0,6,3,3,4,2,2,26,16,10,19,5,14,45,45,45,72,37,35,29,16,13,43,21,22,103,36,67,4,2,2,5,2,3,-1,0,-1,3,1,2,4,3,1,3,1,2,1.3,1.2,1.4,1.4,1.4,1.4,0.5,0.6,0.4,0.9,0.8,1,0.9,0.8,1,0.4,0.4,0.4,0.5,0.4,0.6,9,4,1,0,0,0,4,3,0,0,0,0,5,1,1,0,0,0,1,6,9,10,10,10,1,2,5,5,5,5,0,4,4,5,5,5,90,40,10,0,0,0,80,60,0,0,0,0,100,20,20,0,0,0,10,60,90,100,100,100,20,40,100,100,100,100,0,80,80,100,100,100,6,3,0,2,2,0,4,1,0,60,30,0,40,40,0,80,20,0,30,20,40,16,40,40,40,10,20,0,60,60,60,40,40,40,7,4,3,70,80,60,7,4,3,70,80,60,0,0,0,0,0,0,30,20,40,40,60,20,30,20,40,2.60,3.20,2.00,1.9,1,2.80,60,60,50,40,30,10,0,0,0.99,1.13,0.89,1.00,0.68,1.25,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,2,1,20,40,0,50,40,60,0
Somalia National Team,Somalia,2026,Somalia,10,5,5,0,0,0,0,1,0,1,9,5,4,0.1,0,0.2,6,0,0,49,3,20,-17,23,12,11,1,2,11,9,-10,-7,300,450,225,45,41,50,1,0,1,3,1,2,7,4,3,0,0,0,26,13,13,19,8,11,37,38,35,48,18,30,21,8,13,27,10,17,109,58,51,0,0,0,12,6,6,-12,-6,-6,0,0,0,2,0,2,8,5,3,0.2,0,0.4,2.3,2.4,2.2,0.3,0.2,0.4,2,2.2,1.8,1.2,1.2,1.2,0,0,0,1.2,1.2,1.2,9,7,5,2,0,0,5,3,3,1,0,0,4,4,2,1,0,0,1,3,5,8,10,10,0,2,2,4,5,5,1,1,3,4,5,5,90,70,50,20,0,0,100,60,60,20,0,0,80,80,40,20,0,0,10,30,50,80,100,100,0,40,40,80,100,100,20,20,60,80,100,100,8,4,0,5,1,0,3,3,0,80,40,0,100,20,0,60,60,0,0,0,0,-22,10,0,20,30,20,40,70,80,60,0,0,0,2,0,2,20,0,40,10,5,5,100,100,100,0,0,0,0,0,0,0,0,0,20,0,40,80,100,60,2.60,2.60,2.60,1.9,1.6,2.20,80,70,70,70,60,30,30,20,0.72,0.64,0.80,1.52,1.38,1.67,30,0,0,0,0,0,0,2,1,0,6,2,2,2,0,2,1,3,2,10,0,20,90,100,80,10
Mozambique National Team,Mozambique,2026,Mozambique,10,5,5,0,6,3,3,0,0,0,4,2,2,1.8,1.8,1.8,3,0,0,18,14,17,-3,31,14,17,8,6,6,11,2,-5,64,56,75,53,75,41,3,1,2,5,3,2,2,1,1,6,3,3,51,32,19,11,5,6,53,56,50,65,34,31,25,11,14,40,23,17,90,50,40,10,7,3,5,2,3,5,5,0,5,3,2,4,2,2,1,0,1,1.9,2.2,1.6,3.1,2.8,3.4,1.4,1.6,1.2,1.7,1.2,2.2,1.5,1.8,1.2,1,1.4,0.6,0.5,0.4,0.6,10,8,6,4,2,1,5,5,3,1,0,0,5,3,3,3,2,1,0,2,4,6,8,9,0,0,2,4,5,5,0,2,2,2,3,4,100,80,60,40,20,10,100,100,60,20,0,0,100,60,60,60,40,20,0,20,40,60,80,90,0,0,40,80,100,100,0,40,40,40,60,80,7,4,2,4,3,1,3,1,1,70,40,20,80,60,20,60,20,20,60,60,60,22,30,20,40,50,60,40,20,20,20,60,60,60,7,3,4,70,60,80,3,1,2,30,20,40,3,2,1,30,40,20,50,60,40,40,40,40,10,0,20,5.10,6.40,3.80,1.1,1,1.20,90,80,80,80,60,30,20,10,0.94,0.96,0.92,1.10,0.81,1.38,50,3,4,1,1,1,1,0,2,1,3,0,2,0,1,1,4,3,3,0,0,0,40,40,40,0
Étoile du Congo,Étoile du Congo,2026,Congo,8,4,4,0,0,0,0,1,1,0,7,3,4,0.13,0.25,0,5,0,0,52,4,24,-20,28,14,14,1,3,13,11,-12,-8,180,360,120,30,28,33,0,0,0,3,1,2,5,3,2,1,1,0,13,7,6,11,6,5,38,40,37,35,8,27,14,3,11,21,5,16,77,36,41,2,0,2,7,4,3,-5,-4,-1,0,0,0,3,1,2,2,1,1,0.6,0.5,0.67,3.5,3.5,3.5,0.5,0.25,0.75,3,3.25,2.75,1.8,2,1.67,0.4,0,0.67,1.4,2,1,8,7,6,3,2,2,4,4,3,1,1,1,4,3,3,2,1,1,0,1,2,5,6,6,0,0,1,3,3,3,0,1,1,2,3,3,100,88,75,38,25,25,100,100,75,25,25,25,100,75,75,50,25,25,0,12,25,62,75,75,0,0,25,75,75,75,0,25,25,50,75,75,3,2,2,1,1,1,2,1,1,60,40,40,50,50,50,67,33,33,0,0,0,-29,0,0,0,38,25,50,63,75,50,13,25,0,2,1,1,40,50,33,4,2,2,80,100,67,1,0,1,20,0,33,0,0,0,60,50,67,40,50,33,2.60,3.50,2.00,2.2,3,1.67,80,60,60,40,0,0,0,0,0.99,0.72,1.17,1.86,1.54,2.07,125,0,2,0,0,0,0,1,0,1,2,2,0,1,3,1,4,0,2,13,25,0,88,75,100,0
Eritrea National Team,Eritrea,2026,Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
